Claim ID,Customer,Month,WeekOfMonth,DayOfWeek,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Fault,FraudFound_P,RepNumber,Days_Policy_Accident,Days_Policy_Claim,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,BasePolicy,Vehicle Class,AccidentArea,Age,Product Name,VehiclePrice,DriverRating,AgeOfVehicle
CLM1000003157,WA45944,Apr,4,Wednesday,Friday,May,1,Third Party,0,8,more than 30,more than 30,No,No,External,none,no change,Collision,Luxury Car,Urban,0,Sedan - Collision,more than 69000,3,new
CLM1000003158,UM53032,Aug,3,Friday,Friday,Aug,4,Third Party,0,3,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,38,Sedan - Collision,20000 to 29000,2,more than 7
CLM1000003159,LW43115,Sep,2,Saturday,Friday,Sep,3,Policy Holder,0,6,more than 30,more than 30,Yes,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,33,Sedan - All Perils,more than 69000,1,6 years
CLM1000003160,YK93229,Sep,4,Tuesday,Tuesday,Sep,4,Policy Holder,0,8,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Two-Door Car,Urban,32,Sedan - Collision,30000 to 39000,1,7 years
CLM1000003161,FH65253,Sep,3,Monday,Tuesday,Sep,3,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,34,Sedan - All Perils,20000 to 29000,2,6 years
CLM1000003162,IH43245,Sep,3,Monday,Tuesday,Sep,3,Policy Holder,0,16,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,41,Sedan - Liability,more than 69000,3,3 years
CLM1000003163,TO20795,Oct,2,Monday,Wednesday,Oct,2,Policy Holder,0,16,more than 30,more than 30,No,No,External,1 to 2,2 to 3 years,All Perils,Four-Door Car,Urban,43,Sedan - All Perils,20000 to 29000,4,more than 7
CLM1000003164,TO14996,Nov,4,Sunday,Monday,Nov,4,Third Party,0,8,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,34,Sedan - Liability,20000 to 29000,3,6 years
CLM1000003165,XN34686,Jan,2,Friday,Friday,Mar,2,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,36,Sport - Collision,more than 69000,4,7 years
CLM1000003166,KA13067,Jan,2,Saturday,Monday,Mar,4,Policy Holder,0,15,more than 30,more than 30,No,No,External,more than 5,no change,Collision,SUV,Urban,20,Sedan - Collision,20000 to 29000,3,3 years
CLM1000003167,LQ76461,Feb,4,Friday,Friday,Mar,1,Third Party,0,6,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,26,Sedan - Collision,20000 to 29000,2,6 years
CLM1000003168,BH60627,Jan,1,Sunday,Thursday,Dec,5,Policy Holder,0,9,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,58,Sedan - All Perils,20000 to 29000,3,more than 7
CLM1000003169,CD48033,Feb,4,Monday,Friday,Mar,1,Policy Holder,0,12,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,SUV,Rural,40,Sedan - All Perils,30000 to 39000,4,more than 7
CLM1000003170,AC58002,Dec,3,Friday,Monday,Jan,2,Third Party,0,11,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,47,Sedan - Liability,40000 to 59000,2,7 years
CLM1000003171,VM21699,Aug,1,Friday,Tuesday,Aug,2,Policy Holder,0,1,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Sports Car,Urban,27,Sedan - Liability,30000 to 39000,1,7 years
CLM1000003172,YM24654,Apr,2,Tuesday,Monday,May,3,Policy Holder,0,1,more than 30,more than 30,Yes,No,External,3 to 5,4 to 8 years,Collision,Four-Door Car,Urban,57,Sedan - Collision,20000 to 29000,4,more than 7
CLM1000003173,RR66500,Apr,4,Wednesday,Tuesday,May,1,Policy Holder,1,3,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,0,Sedan - All Perils,more than 69000,1,new
CLM1000003174,GJ31412,Sep,4,Sunday,Monday,Sep,4,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,30,Sedan - Liability,20000 to 29000,1,6 years
CLM1000003175,WO64354,Dec,2,Tuesday,Thursday,Dec,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Two-Door Car,Rural,50,Sedan - Collision,20000 to 29000,2,6 years
CLM1000003176,UG37492,Dec,2,Saturday,Monday,Dec,2,Third Party,0,7,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,34,Sedan - Liability,30000 to 39000,2,6 years
CLM1000003177,PR51268,Sep,4,Saturday,Monday,Sep,4,Policy Holder,0,5,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,79,Sedan - Liability,30000 to 39000,1,more than 7
CLM1000003178,NJ10602,Dec,3,Wednesday,Thursday,Jan,2,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Two-Door Car,Urban,36,Sedan - All Perils,more than 69000,2,7 years
CLM1000003179,OP60201,Dec,2,Wednesday,Wednesday,Dec,2,Third Party,0,16,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,31,Sedan - All Perils,20000 to 29000,1,7 years
CLM1000003180,QK69627,Apr,4,Wednesday,Tuesday,May,1,Third Party,0,15,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,52,Utility - All Perils,more than 69000,4,more than 7
CLM1000003181,DP63956,Jun,2,Wednesday,Wednesday,Jun,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,more than 5,no change,Collision,SUV,Rural,39,Sedan - Collision,30000 to 39000,4,7 years
CLM1000003182,MV89967,Sep,5,Friday,Tuesday,Oct,1,Third Party,0,6,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,27,Sedan - Liability,20000 to 29000,1,6 years
CLM1000003183,MQ37971,Sep,5,Friday,Wednesday,Oct,1,Policy Holder,0,3,more than 30,more than 30,No,No,Internal,more than 5,no change,Collision,Four-Door Car,Rural,34,Sedan - Collision,more than 69000,1,7 years
CLM1000003184,CO12132,Sep,2,Wednesday,Thursday,Sep,3,Third Party,0,11,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,SUV,Urban,20,Sedan - Collision,20000 to 29000,2,3 years
CLM1000003185,UG19550,Sep,2,Sunday,Monday,Sep,4,Policy Holder,0,15,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Luxury SUV,Urban,34,Sedan - Liability,20000 to 29000,4,7 years
CLM1000003186,SQ18525,Dec,3,Monday,Tuesday,Dec,3,Policy Holder,0,14,more than 30,more than 30,No,No,External,1 to 2,1 year,Liability,Four-Door Car,Urban,51,Sedan - Liability,20000 to 29000,1,more than 7
CLM1000003187,VG11458,Apr,4,Wednesday,Tuesday,May,1,Policy Holder,1,1,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,40,Sedan - All Perils,more than 69000,2,5 years
CLM1000003188,TG75223,Sep,3,Friday,Tuesday,Sep,4,Policy Holder,0,12,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Two-Door Car,Urban,38,Sedan - Liability,20000 to 29000,4,7 years
CLM1000003189,WW85018,Sep,2,Tuesday,Wednesday,Sep,3,Policy Holder,0,9,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Two-Door Car,Urban,28,Sedan - Liability,30000 to 39000,2,6 years
CLM1000003190,MY11682,Sep,3,Wednesday,Monday,Sep,4,Third Party,0,1,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Luxury Car,Rural,27,Sedan - All Perils,20000 to 29000,2,7 years
CLM1000003191,NI49607,Jul,2,Wednesday,Monday,Jul,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,54,Sedan - Liability,30000 to 39000,3,more than 7
CLM1000003192,NX18821,Apr,5,Thursday,Thursday,Apr,5,Policy Holder,1,16,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,45,Sedan - Collision,40000 to 59000,4,more than 7
CLM1000003193,JZ63423,Apr,5,Thursday,Thursday,Apr,5,Policy Holder,1,2,more than 30,more than 30,No,No,External,none,4 to 8 years,Collision,SUV,Urban,63,Sedan - Collision,30000 to 39000,3,more than 7
CLM1000003194,DG30586,May,4,Sunday,Wednesday,Jun,2,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,50,Sedan - Collision,20000 to 29000,1,more than 7
CLM1000003195,QS79556,May,2,Saturday,Wednesday,May,3,Policy Holder,0,16,more than 30,more than 30,No,No,Internal,1 to 2,no change,Collision,Two-Door Car,Urban,28,Sedan - Collision,20000 to 29000,2,6 years
CLM1000003196,SW74846,May,2,Thursday,Friday,May,2,Third Party,0,9,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Luxury SUV,Urban,33,Sedan - Collision,20000 to 29000,1,7 years
CLM1000003197,FZ24763,May,2,Wednesday,Wednesday,May,2,Policy Holder,0,14,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,39,Sedan - Liability,30000 to 39000,2,7 years
CLM1000003198,TW73441,May,2,Wednesday,Thursday,May,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,52,Sedan - Collision,20000 to 29000,1,7 years
CLM1000003199,FP60372,May,1,Friday,Friday,May,1,Third Party,0,8,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Two-Door Car,Urban,72,Sedan - All Perils,less than 20000,4,more than 7
CLM1000003200,XS17260,May,1,Saturday,Thursday,May,2,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,23,Sedan - Collision,20000 to 29000,3,5 years
CLM1000003201,HX77930,Apr,5,Sunday,Friday,May,2,Third Party,0,4,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,25,Sedan - All Perils,20000 to 29000,1,2 years
CLM1000003202,OP47206,Oct,3,Saturday,Monday,Nov,3,Policy Holder,0,12,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Sports Car,Urban,57,Sedan - Liability,20000 to 29000,3,7 years
CLM1000003203,KI25980,Oct,3,Saturday,Monday,Oct,3,Policy Holder,0,16,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,44,Sedan - Collision,30000 to 39000,4,7 years
CLM1000003204,SM88270,Sep,4,Sunday,Wednesday,Oct,1,Policy Holder,0,8,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Sports Car,Urban,46,Sedan - All Perils,30000 to 39000,1,more than 7
CLM1000003205,RM83767,Sep,4,Friday,Friday,Sep,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,30,Sedan - Collision,20000 to 29000,3,7 years
CLM1000003206,YE45848,Sep,3,Saturday,Friday,Sep,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,22,Sedan - Collision,20000 to 29000,2,5 years
CLM1000003207,QO77034,Sep,1,Monday,Thursday,Sep,2,Third Party,0,16,more than 30,more than 30,No,No,External,more than 5,no change,Liability,SUV,Urban,49,Sedan - Liability,more than 69000,3,more than 7
CLM1000003208,FQ66070,Sep,1,Tuesday,Thursday,Sep,3,Third Party,0,12,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,30,Sedan - Liability,20000 to 29000,4,6 years
CLM1000003209,YQ44187,Jul,5,Friday,Wednesday,Aug,3,Policy Holder,0,16,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Two-Door Car,Urban,28,Sedan - All Perils,30000 to 39000,3,6 years
CLM1000003210,PW65305,Apr,5,Friday,Wednesday,May,1,Policy Holder,1,2,more than 30,more than 30,No,No,External,none,no change,All Perils,Two-Door Car,Urban,49,Sedan - All Perils,20000 to 29000,2,6 years
CLM1000003211,KB44286,May,3,Thursday,Thursday,May,3,Policy Holder,0,16,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Luxury SUV,Urban,26,Sedan - Liability,30000 to 39000,4,7 years
CLM1000003212,JV89183,May,3,Saturday,Monday,May,4,Third Party,0,6,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,52,Sedan - Liability,20000 to 29000,2,more than 7
CLM1000003213,IS75141,Mar,1,Tuesday,Friday,Mar,1,Policy Holder,0,16,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Two-Door Car,Urban,42,Sedan - Liability,20000 to 29000,4,7 years
CLM1000003214,XO90806,Feb,5,Monday,Tuesday,Mar,1,Policy Holder,0,9,more than 30,more than 30,No,No,External,none,2 to 3 years,Collision,SUV,Urban,0,Sedan - Collision,more than 69000,1,new
CLM1000003215,QN44699,Apr,2,Tuesday,Tuesday,Apr,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Two-Door Car,Urban,42,Sedan - Collision,more than 69000,2,more than 7
CLM1000003216,BV98316,Apr,3,Friday,Wednesday,Apr,3,Policy Holder,0,10,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,52,Sedan - All Perils,20000 to 29000,3,more than 7
CLM1000003217,JJ66819,Apr,5,Friday,Friday,May,1,Third Party,0,5,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,45,Sedan - Collision,20000 to 29000,1,7 years
CLM1000003218,KM72596,Jun,2,Tuesday,Wednesday,Jun,2,Third Party,0,13,more than 30,more than 30,No,No,External,more than 5,no change,Liability,SUV,Rural,47,Sedan - Liability,20000 to 29000,4,more than 7
CLM1000003219,HX72126,Jul,4,Wednesday,Monday,Aug,1,Third Party,0,12,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,54,Sedan - All Perils,more than 69000,1,more than 7
CLM1000003220,WX48434,Aug,4,Tuesday,Thursday,Sep,4,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,35,Sedan - All Perils,30000 to 39000,3,7 years
CLM1000003221,LW12893,Sep,5,Thursday,Tuesday,Oct,1,Third Party,0,1,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,71,Sedan - Liability,60000 to 69000,1,more than 7
CLM1000003222,XO94933,Sep,5,Friday,Tuesday,Oct,2,Policy Holder,0,8,more than 30,more than 30,No,No,External,more than 5,no change,Liability,SUV,Urban,23,Sedan - Liability,20000 to 29000,4,2 years
CLM1000003223,NS92256,Nov,2,Tuesday,Friday,Nov,2,Policy Holder,0,13,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Two-Door Car,Rural,46,Sedan - Collision,30000 to 39000,2,more than 7
CLM1000003224,IR62720,Dec,4,Tuesday,Monday,Jan,2,Policy Holder,0,1,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,34,Sedan - Collision,more than 69000,4,7 years
CLM1000003225,XP81320,Apr,4,Saturday,Wednesday,Apr,4,Policy Holder,0,1,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,38,Sedan - Liability,more than 69000,1,7 years
CLM1000003226,CA52541,Jun,4,Tuesday,Thursday,Sep,4,Third Party,0,16,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,33,Sedan - Collision,less than 20000,1,7 years
CLM1000003227,IB59831,Aug,4,Thursday,Friday,Aug,4,Policy Holder,0,1,more than 30,more than 30,No,No,External,more than 5,no change,Liability,SUV,Urban,45,Sedan - Liability,20000 to 29000,4,7 years
CLM1000003228,VO61192,Sep,1,Tuesday,Thursday,Sep,4,Policy Holder,0,14,more than 30,more than 30,Yes,No,External,more than 5,no change,Collision,Four-Door Car,Urban,44,Sedan - Collision,20000 to 29000,4,7 years
CLM1000003229,UV17888,Oct,5,Monday,Friday,Nov,1,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,43,Sedan - All Perils,20000 to 29000,2,7 years
CLM1000003230,WX31658,Nov,2,Monday,Wednesday,Nov,3,Policy Holder,0,2,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Two-Door Car,Urban,30,Sedan - Liability,20000 to 29000,3,5 years
CLM1000003231,RQ79244,Nov,3,Thursday,Friday,Nov,3,Policy Holder,0,6,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,39,Sedan - Liability,20000 to 29000,1,7 years
CLM1000003232,UL90124,Dec,4,Tuesday,Tuesday,Dec,4,Policy Holder,0,2,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,SUV,Urban,41,Sedan - Collision,20000 to 29000,3,7 years
CLM1000003233,PN12718,Dec,4,Tuesday,Thursday,Dec,5,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,58,Sedan - Liability,20000 to 29000,2,more than 7
CLM1000003234,CN63432,Nov,2,Sunday,Monday,Nov,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Four-Door Car,Urban,31,Sedan - Liability,20000 to 29000,1,6 years
CLM1000003235,WA24038,Sep,1,Tuesday,Tuesday,Sep,1,Policy Holder,0,9,more than 30,more than 30,No,No,External,more than 5,4 to 8 years,Collision,SUV,Urban,67,Sedan - Collision,30000 to 39000,4,more than 7
CLM1000003236,TR40401,Aug,3,Sunday,Thursday,Sep,5,Policy Holder,0,11,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,21,Sedan - Collision,20000 to 29000,3,6 years
CLM1000003237,UQ73252,Jun,4,Saturday,Tuesday,Jun,4,Policy Holder,0,3,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Two-Door Car,Urban,33,Sedan - Collision,20000 to 29000,3,7 years
CLM1000003238,LK91880,Apr,4,Friday,Tuesday,Apr,4,Policy Holder,0,1,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Sports Car,Urban,44,Sedan - Liability,30000 to 39000,3,7 years
CLM1000003239,UA50747,Mar,3,Thursday,Monday,Mar,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,30,Sedan - Liability,20000 to 29000,2,5 years
CLM1000003240,RV22056,Jan,2,Monday,Monday,Jan,2,Policy Holder,0,12,more than 30,more than 30,No,No,External,none,no change,Collision,Sports Car,Urban,34,Sedan - Collision,30000 to 39000,2,6 years
CLM1000003241,FW92569,Jan,1,Thursday,Monday,Jan,3,Policy Holder,0,12,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,SUV,Urban,28,Sedan - All Perils,30000 to 39000,3,6 years
CLM1000003242,AS26192,Dec,4,Saturday,Thursday,Dec,5,Policy Holder,0,16,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,44,Sedan - Liability,40000 to 59000,1,7 years
CLM1000003243,PX72779,Dec,1,Sunday,Monday,Jan,4,Policy Holder,0,16,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Urban,43,Sedan - Collision,20000 to 29000,4,7 years
CLM1000003244,PZ47901,Nov,3,Monday,Monday,Nov,3,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,65,Sedan - Liability,20000 to 29000,2,more than 7
CLM1000003245,LE41874,Nov,1,Thursday,Tuesday,Nov,2,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,44,Sedan - Liability,20000 to 29000,2,7 years
CLM1000003246,WT10649,Sep,5,Thursday,Thursday,Oct,1,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,38,Sedan - All Perils,30000 to 39000,3,7 years
CLM1000003247,SP80065,Sep,4,Thursday,Friday,Sep,4,Policy Holder,0,8,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,38,Sedan - Collision,20000 to 29000,4,7 years
CLM1000003248,WW37525,Aug,5,Monday,Monday,Sep,1,Policy Holder,0,14,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Four-Door Car,Urban,34,Sedan - Liability,30000 to 39000,3,6 years
CLM1000003249,MF15503,Aug,4,Friday,Wednesday,Aug,5,Policy Holder,0,12,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Two-Door Car,Rural,61,Sedan - Liability,30000 to 39000,1,7 years
CLM1000003250,GJ52970,Aug,4,Thursday,Thursday,Sep,1,Policy Holder,0,1,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,28,Sedan - Liability,20000 to 29000,1,6 years
CLM1000003251,GX84338,May,1,Sunday,Tuesday,May,3,Policy Holder,1,1,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,0,Sedan - All Perils,more than 69000,4,new
